,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
455,pf65,Peliwo,Filip,North Vancouver,Canada,Frederic Niemeyer,1994-01-30,30,Poland,180,76,R,2,2013,A
456,a0ik,Ambrogi,Luciano Emanuel,,,Alberto Mancini ,2003-11-19,20,Argentina,188,77,R,2,,A
457,r0b6,Rottoli,Lorenzo,,,Fabrizio Rottoli ,2002-02-19,22,Italy,0,64,R,2,,A
458,p0ea,Purtseladze,Saba,Tbilisi,Georgia,Irakli Purtseladze,2001-08-20,22,Georgia,191,91,R,2,2019,A
459,cb14,Cox,Daniel,Lincoln,Great Britain,Justin Revill,1990-09-28,33,Great Britain,170,68,R,2,2011,A
460,d0l3,Dodig,Matej,,,,2005-07-19,18,Croatia,,,U,0,,A
461,v0dp,Vallejo,Adolfo Daniel,,,,2004-04-28,19,Paraguay,183,72,R,2,,A
462,d0cn,Damas,Miguel,,,"Luis Zapata, Javi Perez ",1999-12-21,24,Spain,208,84,R,2,,A
463,s0tm,Samuel,Toby,,,Josh Goffi,2002-09-06,21,Great Britain,191,80,R,2,,A
464,s09p,Shin,Sanhui,Seoul,Korea,,1997-03-18,26,South Korea,178,83,R,2,,A
465,mj98,Mena,Facundo,Buenos Aires,Argentina,Cristobal Saavedra,1992-09-22,31,Argentina,183,81,R,2,,A
466,h0dc,Hussey,Giles,,,,1997-05-26,26,Great Britain,185,75,L,2,,A
467,l397,Lopez,Feliciano,Toledo,Spain,,1981-09-20,42,Spain,188,88,L,1,1997,A
468,r0ed,Rehberg,Max Hans,,,Benjamin Benedikter,2003-09-13,20,Germany,183,80,R,2,,A
469,m0fa,Matusevich,Anton,,,,2001-05-30,22,Great Britain,185,86,R,2,,A
470,s0rf,Serafini,Marcello,,,,2002-08-25,21,Italy,188,197,R,2,,A
471,m0ey,Marti Pujolras,Alex,,,Narcis Pelach,1999-02-10,25,Spain,185,73,R,2,,A
472,k0hn,Kuzuhara,Bruno,Sao Paulo,Brazil,,2004-04-01,19,United States,175,68,R,2,2022,A
473,g0eq,Gima,Sebastian,,,Andrei Pavel & Adrian Ungur,2002-05-17,21,Romania,0,75,L,2,,A
474,n0d9,Nicod,Jakub,,,Jacques Nicod,2004-07-21,19,Czech Republic,183,77,R,2,,A
475,cl82,Cukierman,Daniel,Tel Aviv,Israel,,1995-07-09,28,Israel,,70,R,2,,A
476,l0at,Lopez Morillo,Imanol,,,,1999-11-18,24,Spain,183,90,R,2,,A
477,s0kt,Sakellaridis,Stefanos,,,Ioannis Sakellaridis,2004-09-13,19,Greece,196,85,R,2,,A
478,tg30,Te,Rigele,Huhehaote,China,Xinyuan Yu,1997-10-09,26,China,188,80,R,2,,A
479,c0aj,Cui,Jie,Beijing,China,Shaowu Duan,1998-01-24,26,China,183,72,R,2,,A
480,b0ou,Barton,Hynek,,,,2004-04-05,19,Czech Republic,183,72,R,2,,A
481,a0g7,Aboian,Valerio,,,,2002-06-14,21,Argentina,183,73,L,2,,A
482,bu10,Berrettini,Jacopo,Rome,Italy,Marco Gulisano,1998-11-27,25,Italy,193,90,R,2,2016,A
483,ph42,Pecotic,Matija,Belgrade,Serbia,"Lovro Roncevic, Alfred Dimech, Carlos Aranda",1989-07-03,34,Croatia,185,84,L,2,2013,A
484,j0b5,Johns,Garrett,,,Noel Wadawu,2000-12-17,23,United States,180,70,R,2,,A
485,lf29,Lopez San Martin,Alvaro,Barcelona,Spain,Javier Duarte,1997-06-02,26,Spain,178,70,R,2,,A
486,b0qc,Bailly,Gilles Arnaud,,,Dries Beerden,2005-09-19,18,Belgium,180,78,R,2,,A
487,n0b4,Nijboer,Ryan,,,Martin Bohm,1999-07-28,24,Netherlands,180,77,R,2,,A
488,s0ex,Stewart,Hamish,,,,1999-07-30,24,Great Britain,,,R,0,,A
489,a0i1,Artnak,Bor,,,Grega Zemlja,2004-06-04,19,Slovenia,193,78,R,2,,A
490,g0by,Glinka,Daniil,,,,2000-05-12,23,Estonia,188,83,L,1,,A
491,m0n1,Mikrut,Luka,,,"Alan Maric, Dino Cebo",2004-04-16,19,Croatia,188,73,R,2,,A
492,z0by,Zanellato,Nicolas,,,,2002-01-22,22,Brazil,178,70,R,1,,A
493,e873,Escobedo,Ernesto,Los Angeles,CA,,1996-07-04,27,Mexico,185,82,R,2,2014,A
494,t0cu,Tabacco,Fausto,,,Tommaso Castagnola ,2002-05-13,21,Italy,183,80,R,2,,A
495,p0dr,Picchione,Andrea,,,Giorgio Galimberti ,1998-06-07,25,Italy,183,80,R,2,,A
496,kg49,Klok,Denis,,,Veronika Fedorova ,1998-05-26,25,Russia,180,82,R,2,,A
497,ki71,Kivattsev,Kirill,Volgograd,Russia,"Rudy Fischietti, Antonello Regina ",1997-10-10,26,Russia,193,39,R,1,,A
498,d750,De Schepper,Kenny,Bordeaux,France,,1987-05-29,36,France,203,100,L,1,2010,A
499,b0ll,Bielinskyi,Viacheslav,,,Stephane Robert,2003-12-02,20,Ukraine,71,151,R,1,,A
500,db32,Dzhavakian,Yurii,,,,1993-05-07,30,Ukraine,,80,R,2,,A
501,m0nl,Montes-De La Torre,Inaki,,,,2002-10-03,21,Spain,178,79,R,2,,A
502,v0bd,Vylegzhanin,Nikolay,,,,2000-04-18,23,Russia,178,81,R,2,,A
503,sf89,Statham,Rubin,Westminster,Great Britain,Gary Swinkels ,1987-04-25,36,New Zealand,180,83,R,2,2002,A
504,kj00,Knaff,Alex,,,Gilles Muller,1997-11-26,26,Luxembourg,193,85,R,2,,A
505,lb78,Lee,Jea Moon,,,,1993-07-02,30,South Korea,,,R,2,,A
506,ha71,Hoang,Antoine,Hyeres,France,Lionel Zimbler,1995-11-04,28,France,183,76,R,2,2016,A
507,z09k,Zhu,Evan,Ann Arbor,MI,"Chris Begg, Shariq Khan",1998-08-15,25,United States,185,75,R,2,,A
508,co01,Chepelev,Andrey,,,Lozano and Altur Tennis Academy ,1998-08-02,25,Russia,178,76,L,2,,A
509,f0by,Fearnley,Jacob,,,,2001-07-15,22,Great Britain,183,80,R,2,,A
510,m0b2,Mochizuki,Yuki,Osaka,Japan,,1997-11-23,26,Japan,173,60,R,2,,A
511,lb07,Lama,Gonzalo,Santiago,Chile,Cristobal Saavedra ,1993-04-27,30,Chile,180,82,R,2,2011,A
512,f0cj,Ferrari,Gianmarco,,,"Elia Grossi, Daniele Giorgini",2000-10-04,23,Italy,191,88,L,2,,A
513,l733,Li,Zhe,Tianjin,China,"Christophe Lambert, Jean-Philippe Fleuran",1986-09-20,37,China,183,80,R,2,2004,A
514,m0np,Martin,Andres,Atlanta,GA,Murry Lokasundaram,2001-07-07,22,United States,183,79,R,2,,A
515,td47,Tiurnev,Evgenii,,,Mikhail Tsybin,1997-04-08,26,Russia,191,85,R,2,,A
516,p0ig,Pawelski,Martyn,,,Lukasz Kuboszek,2004-11-07,19,Poland,196,90,R,2,,A
517,sg56,Dutra da Silva,Daniel,Parelheiros ,Brazil,"Luiz Peniza, Patricio Arnold, Caio Martins Claudino",1988-07-05,35,Brazil,173,75,L,2,2007,A
518,pi96,Perez Contri,Sergi,,,,1998-01-20,26,Spain,175,68,L,2,,A
519,cj60,Cozbinov,Alexandr,Chisinau,Moldova,Leonid Cozbinov,1995-04-28,28,Moldova,188,80,R,2,2019,A
520,i0b0,Ilagan,Andre,,,,2000-11-16,23,United States,173,64,L,0,,A
521,z0ab,Zakharov,Alexey,Moscow,Russia,Andrey Chesnokov,2000-04-21,23,Russia,185,80,R,2,,A
522,ha33,Heller,Peter,Cham,Germany,Marc Sieber,1992-08-12,31,Germany,185,80,R,2,,A
523,rh62,Rosenkranz,Mats,Essen,Germany,Peter Moraing,1998-08-23,25,Germany,193,83,L,2,,A
524,p0be,Pontjodikromo,Sidane,,,Tjerk Bogtstra ,2000-10-24,23,Netherlands,178,75,R,2,,A
525,mv75,Monzon,Ignacio,,,,1998-01-05,26,Argentina,173,73,R,2,,A
526,p0it,Pieczkowski,Olaf,,,Marcel du Coudray,2004-04-01,19,Poland,183,78,R,2,,A
527,dh53,Dancu,Vlad Andrei,,,,1999-03-08,24,Romania,0,80,R,2,,A
528,z0bz,Zheng,Michael,,,,2004-01-27,20,United States,188,73,R,2,,A
529,m0oh,Midon,Lautaro,,,,2004-03-29,19,Argentina,180,71,R,2,,A
530,g0cv,Gadamauri,Buvaysar,,,,2000-07-10,23,Belgium,183,80,R,1,,A
531,i09n,Iannaccone,Federico,,,Paolo Moretti,1999-03-26,24,Italy,183,73,R,2,,A
532,db93,Descotte,Matias Franco,,,,1994-08-29,29,Argentina,191,87,R,2,,A
533,g0ao,Gray,Alastair,Twickenham,England,Mark Taylor ,1998-06-22,25,Great Britain,193,83,R,1,,A
534,b0c0,Boitan,Gabi Adrian,,,,1999-07-11,24,Romania,185,82,R,2,,A
535,r0bc,Rodriguez,Lorenzo Joaquin,,,Fabián Blengino,1999-09-29,24,Argentina,193,77,R,1,,A
536,p0g5,Popovic,Stefan,,,,2003-05-25,20,Serbia,178,72,R,2,,A
537,fc26,Furness,Evan,Pontivy,France,Glenn Le Flochmoen,1998-08-13,25,France,173,66,R,2,,A
538,mi43,Melzer,Gerald,Vienna,Austria,"Philipp Wessely, Jan Schellmann",1990-07-13,33,Austria,188,80,L,2,2007,A
539,p0g0,Philippov,Evgeny,,,"Philippov Viacheslav, Chelyshev Igor",2002-02-06,22,Russia,180,76,R,0,,A
540,r0dc,Rai,Ajeet,,,Rakesh Rai,1999-01-18,25,New Zealand,188,72,R,2,,A
541,l0fw,Li,Hanwen,,,Wei zhang,2002-08-22,21,China,180,73,R,0,,A
542,m0g0,Matsuda,Ryuki,,,,1999-12-28,24,Japan,157,60,R,2,,A
543,p0fj,Papoe,Radu Mihai,,,Lin Papoe,2002-08-28,21,Romania,183,65,R,2,,A
544,ga36,Gomez,Emilio,Guayaquil,Ecuador,Andres Schneiter,1991-11-28,32,Ecuador,185,81,R,2,2013,A
545,v0ci,Voisin,Emilien,,,Le Cras Gaëtan ,2000-04-17,23,France,178,72,R,2,,A
546,m0ka,Milev,Yanaki,,,Milko Milev,2004-04-15,19,Bulgaria,180,78,R,2,,A
547,p0jg,Pennaforti,Gabriele,,,,2000-09-14,23,Italy,191,85,R,2,,A
548,g0ib,Gentzsch,Tom,,,Brad Mousley,2003-09-05,20,Germany,188,87,R,2,,A
549,kc86,King,Darian,Bridgetown,Barbados,Christopher King,1992-04-26,31,Barbados,188,77,R,2,2010,A
550,ld22,Ly,Nam Hoang,Ho Chi Minh,Vietnam,Christian Brydniak,1997-02-25,26,Vietnam,175,69,R,2,,A
551,rg42,Rybakov,Alex,Plainview,New York,"Devin Bowen, David Roditi",1997-01-27,27,United States,185,77,L,1,2019,A
552,f09u,Fuele,Matyas,,,,1998-12-22,25,Hungary,180,78,R,2,,A
553,b0bu,Bax,Florent,,,Julien Gillet,1999-06-16,24,France,185,78,R,0,,A
554,g0i2,Gobat,Adrien,,,Axel Gobat,2001-07-10,22,France,175,170,R,2,,A
555,m0d4,Fitriadi,M Rifki,,,Suharyadi Robby Sudrajat,1999-01-23,25,Indonesia,175,72,R,1,,A
556,p0d0,Paul,Jakub,Chur,Switzerland,Sven Swinnen,1999-03-22,24,Switzerland,180,73,R,2,,A
557,w09t,Wiedenmann,Luca,,,,1998-04-28,25,Germany,178,72,R,2,,A
558,o656,Oetzbach,Adrian,,,Peter Moraing,1997-10-29,26,Germany,185,80,R,2,,A
559,hb05,Harrison,Christian,Shreveport,LA,Pat Harrison,1994-05-29,29,United States,180,77,R,2,2007,A
560,pc09,Pereira,Jose,Santana do Ipanema,Brazil,Richard Tsukada and Renato Pereira,1991-01-26,33,Brazil,180,74,R,2,,A
561,s483,Sousa,Pedro,Lisbon,Portugal,"Rui Machado, Ruben Ramirez Hidalgo",1988-05-27,35,Portugal,180,70,R,2,2007,A
562,kd87,Karlovskiy,Evgeny,Moscow,Russia,,1994-08-07,29,Russia,191,86,R,2,2012,A
563,n0cj,Nesterov,Petr,,,,2003-03-07,20,Bulgaria,0,78,R,2,,A
564,so20,Sels,Jelle,Woerden,Netherlands,,1995-08-10,28,Netherlands,188,83,R,1,,A
565,k0bj,Kravchenko,Georgii,,,"Oscar Hernandez, Salvador Navarro",2000-07-28,23,Ukraine,180,68,R,2,,A
566,v0dg,Vandecasteele,Quinn,,,,2002-09-01,21,United States,191,81,R,0,,A
567,cn78,Catarina,Lucas,,,Guillaume Couillard ,1996-08-26,27,Monaco,185,80,R,2,2015,A
568,td55,Tokuda,Renta,Hiroshima,Japan,"Tsuji,Yuma",1998-03-29,25,Japan,178,69,R,2,,A
569,b0lw,Brunold,Mika,,,Roman Vögeli,2004-10-02,19,Switzerland,191,73,R,2,,A
570,bu53,Bittoun Kouzmine,Constantin,,,,1999-01-04,25,France,178,73,L,2,2018,A
571,v09t,Vives Marcos,Pedro,,,Ignacio Gonzalez,2001-04-13,22,Spain,178,77,R,2,,A
572,p0gn,Paris,Tom,,,Antoine Pastrana,2002-09-02,21,France,191,83,R,1,,A
573,j0d2,Jones,Maximus,Sydney,Australia,,2004-09-05,19,Thailand,185,86,R,2,,A
574,v0bp,Vankan,Marlon,,,Frederic De Fays,2000-08-27,23,Germany,170,73,R,2,,A
575,l0g8,Lilov,Victor,London,Canada,,2004-02-11,20,United States,183,83,R,2,,A
576,la54,Leite,Wilson,Rio de Janeiro,Brazil,Wellington Oliveira,1991-11-06,32,Brazil,178,72,R,2,2008,A
577,g09c,Gengel,Marek,Rakovnik,Czech Republic,Ivan Gengel,1995-09-17,28,Czech Republic,185,80,R,2,,A
578,j0cu,Jong,Sander,,,,2000-05-18,23,Netherlands,180,77,R,2,,A
579,w0ah,Wendelken,Harry,,,,2001-12-18,22,Great Britain,178,68,R,2,,A
580,pi95,Pichler,David,Eisenstadt,Austria,Stefan Hirn,1996-02-19,28,Austria,178,72,R,2,,A
581,d0d4,Dostanic,Stefan,,,,2001-11-04,22,United States,188,79,R,2,,A
582,p0ay,Pavlovic,Luka,,,,2000-03-30,23,France,,,U,0,,A
583,s0c2,Shiraishi,Hikaru,,,,2000-05-22,23,Japan,168,60,R,2,,A
584,a0fm,Agafonov,Egor,,,Golovachev Aleksei ,2002-09-05,21,Russia,185,76,R,2,,A
585,dc38,Delaney,Jake,Sydney,Australia,George Costanza,1997-05-14,26,Australia,188,80,R,2,,A
586,o0ad,Oberleitner,Neil,,,Alexander Peya,1999-08-05,24,Austria,193,83,R,2,,A
587,s0bt,Soriano Barrera,Adria,,,,1999-06-02,24,Colombia,191,82,R,2,,A
588,co07,Clark,Ezekiel,,,,1998-07-19,25,United States,170,70,R,2,,A
589,pg69,Paz,Juan Pablo,,, Daniel Paz,1995-01-04,29,Argentina,173,75,R,2,,A
590,l0er,Legout,Timo,,,Kevin mercier,2002-03-13,21,France,178,73,R,2,,A
591,ki74,Kuhn,Nicola,Innsbruck,Austria,Dirk Hordorff,2000-03-20,23,Germany,185,80,R,2,2015,A
592,n0db,Nedic,Andrej,,,,2004-10-16,19,Bosnia-Herzegovina,,,U,0,,A
593,h0c9,Huertas Del Pino Cordova,Arklon,,,Luis Horna ,1994-07-16,29,Peru,183,81,R,2,,A
594,j0aw,Justo,Guido Ivan,,,"Franco Jimenez, Juan Pablo Cañaz",1997-12-17,26,Argentina,178,77,R,2,,A
595,ag08,Andrade,Andres,,,,1998-12-14,25,Ecuador,180,73,R,2,,A
596,p0hp,Pokorny,Lukas,,,Lubomír Kurhajec,2002-02-28,21,Slovak Republic,191,83,R,2,,A
597,c0bb,Compagnucci,Tommaso,,,,1999-11-05,24,Italy,173,65,R,2,,A
598,kc29,Kicker,Nicolas,Merlo,Argentina,Juan Pablo Brzezicki,1992-08-16,31,Argentina,178,75,R,1,2009,A
599,pl64,Prihodko,Oleg,Pavlograd,Ukraine,Dmitriy Prihodko ,1997-10-03,26,Ukraine,180,77,R,2,,A
600,fa50,Fancutt,Thomas,Brisbane,Australia,Blazo Djurovic,1995-02-25,28,Australia,188,83,R,1,,A
601,e0au,Echeverria,John,,,,2001-11-30,22,Spain,180,72,R,0,,A
602,s0dq,Smith,Keegan,Wilmington,NC,,1998-06-23,25,United States,198,93,R,0,,A
603,w712,Wehnelt,Kai,,,"Bastian Suwanprateep, Alexander Waske",1995-11-27,28,Germany,188,82,R,2,,A
604,dh23,Dev,S D Prajwal,,,Sujith Sachidanand,1996-05-27,27,India,175,75,R,2,,A
605,t0aa,Tomescu,Dan Alexandru,,,Marius Cirstea,1999-03-30,24,Romania,0,78,R,0,,A
606,o659,Orlov,Vladyslav,,,Elena Iudina,1995-05-17,28,Ukraine,188,78,R,2,,A
607,va15,Vale,Duarte,,,,1999-01-11,25,Portugal,183,74,R,2,,A
608,s0dl,Seggerman,Ryan,,,,1999-08-06,24,United States,193,95,R,0,,A
609,p0iy,Prado Angelo,Juan Carlos,,,Hermann Ritter,2005-03-06,18,Bolivia,185,72,R,2,,A
610,a0ba,Arnaboldi,Federico,,,/,2000-06-18,23,Italy,185,78,R,2,,A
611,pl38,Prechtel,Sebastian,,,"Daniel Huber, Andreas Haider-Maurer",1996-05-14,27,Germany,185,81,R,2,,A
612,b0er,Bouquier,Arthur,,,"Yann Benard, Pierre Yves Vuignier, Thierry Kvartskhava",2000-12-25,23,France,188,85,R,2,,A
613,r0bt,Roncadelli,Franco,Montevideo,Uruguay,Enrique Perez Cassarino,2000-02-06,24,Uruguay,185,73,L,2,2018,A
614,d0fa,Dlimi,Yassine,,,,2003-05-05,20,Morocco,191,82,R,2,,A
615,v717,Vatutin,Alexey,Volgograd,Russia,"Yuriy Kozlovich, Eduard Davydenko, Andrei Gorban",1992-10-27,31,Russia,178,69,R,2,,A
616,ch80,Castelnuovo,Luca,Locarno,Switzerland,Alexis Bernhard Castelnuovo,1997-01-29,27,Switzerland,185,71,L,1,,A
617,r0h2,Rodenas,Pedro,,,Ramsey Smith,2004-03-30,19,Spain,185,75,L,2,,A
618,c0hx,Baris,Ozan,,,Mike Flowers,2004-03-31,19,United States,185,84,R,2,,A
619,h0b5,Huang,Tsung-Hao,,,,1999-11-22,24,Chinese Taipei,173,68,R,2,,A
620,p0i6,Piraino,Gabriele,Palermo,Italy,,2003-11-12,20,Italy,188,78,L,0,,A
621,b0hf,Barreto Sanchez,Diego Augusto,,,Equelite Ferrero Academy ,2002-04-18,21,Spain,183,83,L,2,,A
622,b0ek,Bouzige,Moerani,,,Mitch Walden,1999-07-13,24,Australia,180,80,R,2,,A
623,sm88,Sell,Karue,Jaraguá do Sul,Brazil,,1993-11-13,30,Brazil,183,81,R,2,,A
624,a09p,Ayeni,Alafia,,,F. Stove,1999-08-10,24,United States,191,84,R,2,,A
625,d0d2,Deckers,Alec,,,Eddy Bank,2000-05-02,23,Netherlands,193,83,R,2,,A
626,bt68,Benchetrit,Elliot,Nice,France,"Aurelien Richaud, Jean-Michel Pequery",1998-10-02,25,Morocco,193,88,R,2,2016,A
627,g0a0,Guerrieri,Andrea,Correggio,Italy,Giampaolo Coppo,1998-12-03,25,Italy,180,75,L,2,,A
628,b0am,Bocchi,Lorenzo,,,Cristian Fava,1997-11-29,26,Italy,180,77,R,2,,A
629,sy71,Singh,Digvijaypratap,Khanpur Khurd,Jhajjar,,2000-06-02,23,India,191,78,R,2,,A
630,a678,Anderson,Kevin,Johannesburg,South Africa,"Diego Moyano, Jay Bosworth ",1986-05-18,37,South Africa,203,94,R,2,2007,A
631,b0f8,Boulais,Justin,,,Yves Boulais & Patricia Hy,2001-10-20,22,Canada,183,77,L,1,,A
632,ka22,Kelly,Dayne,,,,1990-07-23,33,Australia,,,R,0,,A
633,sl92,Sekiguchi,Shuichi,San Francisco,CA,,1991-07-15,32,Japan,168,66,R,2,,A
634,s0ek,Soto,Matias,,,Mario Soto  - Alto Tenis,1999-04-27,24,Chile,170,75,R,2,,A
635,i230,Ito,Tatsuma,Mie,Japan,Alexander Waske,1988-05-18,35,Japan,180,75,R,2,2006,A
636,gk24,Giacomini,Luca,Padova,Italy,,1997-10-24,26,Italy,170,63,R,0,,A
637,r0gn,Raynel,Amaury,,,,2002-06-29,21,France,180,73,R,2,,A
638,k0hl,Kang,Kyle,,,Dave Mann,2005-01-27,19,United States,183,70,R,2,,A
639,b0mm,Butvilas,Edas,,,Ivan Navarro,2004-07-23,19,Lithuania,191,78,R,2,,A
640,f965,Fukuda,Sora,,,,1997-10-03,26,Japan,180,72,L,2,,A
641,p0b2,Potenza,Luca,,,Marco Martizi ,2000-07-28,23,Italy,0,64,R,2,,A
642,f0bv,Farjat,Tomas,,,,2001-02-15,23,Argentina,188,80,R,2,,A
643,n731,Negritu,Christoph,Dinkelsbuehl,Germany,"Binh Bui, Konstantin (Koko) Stamm",1994-03-21,29,Germany,193,83,R,2,,A
644,i330,Imai,Shintaro,Kanagawa,Japan,,1993-09-07,30,Japan,178,74,R,0,,A
645,mp83,Moroni,Gian Marco,Rome,Italy,"Riccardo Maiga, Fabio Gorietti",1998-02-13,26,Italy,185,81,R,1,2018,A
646,g0av,Gimeno Valero,Carlos,Valencia,Spain,,2001-06-25,22,Spain,191,81,R,2,2019,A
647,be67,Basic,Mirza,Sarajevo,Bosnia-Herzegovina,"Damir Basic, Daniel Meyers",1991-07-12,32,Bosnia-Herzegovina,188,88,R,2,2012,A
648,j400,Jahn,Jeremy,Munich,Germany,,1990-04-05,33,Germany,178,73,R,1,,A
649,z09b,Zgirovsky,Alexander,Minsk,Belarus,,2001-07-10,22,Belarus,191,80,R,2,,A
650,s0o6,Simakin,Ilia,,,,2003-10-27,20,Russia,193,85,R,2,,A
651,le01,Lee,Duckhee,Jecheon,South Korea,,1998-05-29,25,South Korea,175,75,R,2,2013,A
652,mq75,Majchrzak,Kamil,Piotrkow Trybunalski,Poland,Jean-Marcel Bourgault Du Coudray,1996-01-13,28,Poland,180,78,R,2,2013,A
653,r0e0,Rodesch,Chris,,,"Scott Brown, Andres Pedroso, Anders Johansson",2001-07-18,22,Luxembourg,198,93,R,2,,A
654,n409,Nadal,Rafael,Manacor,Mallorca,"Carlos Moya, Marc Lopez, Gustavo Marcaccio",1986-06-03,37,Spain,185,85,L,2,2001,A
655,ph67,Ponwith,Nathan,Chandler,Arizona,,1998-04-20,25,United States,188,79,R,2,,A
656,f0a3,Fomin,Sergey,Tashkent,Uzbekistan,Duldaev Daniiar ,2001-02-01,23,Uzbekistan,180,34,R,2,,A
657,b0jp,Blanch,Dali,Miami,FL,Carlos Cordova,2003-03-05,20,United States,185,80,R,2,,A
658,cf60,Juszczak,Pawel,Gdansk,Poland,,1994-02-22,30,Poland,178,70,R,2,,A
659,m0bw,Mo,Ye Cong,,,,2000-06-26,23,China,183,78,R,2,,A
660,mo54,Martinez Martinez,Jorge,,,Santiago Ventura/Israel Matos ,1995-09-23,28,Spain,170,66,R,2,,A
661,lb84,Londero,Juan Ignacio,Jesus Maria,Argentina,Andres Schneiter,1993-08-15,30,Argentina,180,70,R,2,2010,A
662,f0dp,Fajta,Peter,,,"Palagyi Miklos, Sandor Noszaly",2002-05-23,21,Hungary,185,81,R,2,,A
663,l949,Laaksonen,Henri,Lohja,Finland,,1992-03-31,31,Switzerland,185,78,R,2,2009,A
664,w749,Wallart,Enzo,,,"Jordan Ubiergo, Franck Wallart ",1997-02-12,27,France,185,76,R,2,,A
665,b0a0,Beauge,Maxence,Marzy,France,Bernard Jérôme ,2000-06-08,23,France,183,70,R,2,,A
666,c0jv,Claverie,Lorenzo,,,"Rudy Diaz De Vivar, Carlos Claverie ",2002-09-28,21,Italy,196,96,R,2,,A
667,r0f1,Rodriguez,Johan Alexander,Melgar,Tolima,Ricardo sanchez ,2003-09-26,20,Colombia,173,56,R,2,,A
668,n934,Nishiwaki,Kazuki,Kyoto-Uji,Japan,,1994-10-29,29,Japan,178,70,R,2,,A
669,s0hr,Samrej,Kasidit,,,Vittaya Samrej,2001-01-20,23,Thailand,191,91,R,2,,A
670,b0c7,Barki,Justin,,,,2000-05-26,23,Indonesia,178,70,R,0,,A
671,m0eg,McCormick,Tristan,,,Jesse Witten,1999-04-01,24,United States,196,93,R,1,,A
672,v0d0,Visker,Niels,,,Alwin Visker ,2001-10-05,22,Netherlands,191,87,R,1,,A
673,af41,Agarwal,Rishab,,,,1995-12-05,28,India,175,70,R,2,,A
674,c0hv,Castagnola,Luca,,,Massimo Sartori,2002-06-14,21,Italy,183,72,R,2,,A
675,p0bk,Parker,Stuart,,,Thomas Enqvist ,1997-07-30,26,Great Britain,185,78,R,2,,A
676,k0ak,Kawahashi,Yuta,,,,1998-01-26,26,Japan,175,65,R,2,,A
677,b0ot,Bradshaw,Jacob,,,Paul Hanley ,2002-10-23,21,Australia,188,82,R,2,,A
678,t0gf,Tracy,James,,,,2002-07-10,21,United States,183,80,R,2,,A
679,va48,Vishwakarma,Siddharth,Varanasi,India,Ratan sharma,1994-10-07,29,India,191,74,L,2,,A
680,hg90,Huertas del Pino,Conner,,,,1995-12-20,28,Peru,188,86,R,2,,A
681,pl39,Perez,Alfredo,,,,1997-05-22,26,United States,193,79,R,2,,A
682,p0cd,Paty,Daniel,,,,1999-10-04,24,Czech Republic,203,88,R,2,,A
683,o0ai,Obradovic,Dusan,,,,2001-03-23,22,Serbia,,,U,0,,A
684,m09e,Mu,Tao,,,,2000-04-28,23,China,180,75,R,2,,A
685,c0ow,Carboni,Lorenzo,,,,2006-02-27,17,Italy,168,70,R,2,,A
686,ag57,Aboian,Leonardo,,,Blengino,1998-04-20,25,Argentina,175,73,L,2,,A
687,a0ea,Alcala Gurri,Max,,,,2002-09-11,21,Spain,178,68,R,2,,A
688,dg53,Decamps,Gabriel,Sao Paulo,Brazil,William Kyriakos,1999-08-07,24,Brazil,193,80,R,2,,A
689,d776,de Bakker,Thiemo,The Hague,The Netherlands,"Remko de Rijke, Huib Troost",1988-09-19,35,Netherlands,193,83,R,2,,A
690,k0de,Kumasaka,Takuya,,,,1998-10-12,25,Japan,175,73,R,2,,A
691,kh77,Kaliyanda Poonacha,Niki,Neyveli,India,,1995-04-27,28,India,191,87,R,2,,A
692,pf36,Perez Sanz,David,,,,1994-05-15,29,Spain,180,78,R,2,,A
693,i0a6,Ichikawa,Taisei,,,,2000-12-21,23,Japan,180,70,L,2,,A
694,g0g2,Gonzalez Fernandez,Mario,,,,2002-04-28,21,Spain,185,76,R,2,,A
695,h0ei,Hurrion,Millen,,,Ian MacDonald,1999-06-22,24,Great Britain,191,90,R,2,,A
696,rh13,Rikl,Patrik,Bradenton,FL,Martin Stepanek ,1999-01-06,25,Czech Republic,185,86,R,2,,A
697,f811,Fratangelo,Bjorn,Pittsburgh,PA,Eric Nunez,1993-07-19,30,United States,183,79,R,2,2012,A
698,n652,Nam,JiSung,Busan,South Korea,,1993-08-15,30,South Korea,183,80,R,2,,A
699,s0xe,Sanchez Quilez,Alejo,,,,2005-06-25,18,Spain,,,U,0,,A
700,p0j1,Pacheco Mendez,Rodrigo,,,Alain Lemaitre ,2005-04-25,18,Mexico,188,73,L,2,2022,A
701,j737,Juarez,Facundo,,,Leonardo Olguín,1997-09-23,26,Italy,180,72,R,2,,A
702,a0b6,Angele,Jaimee Floyd,,,,2000-03-27,23,France,206,93,R,2,,A
703,w0bd,Wassermann,Deney,,,Martijn bok,2001-03-25,22,Netherlands,191,91,R,1,,A
704,s0nn,Sheehy,Joshua,Arlington,TX,,1997-01-28,27,United States,188,88,L,0,,A
705,s0qz,Sorger,Sebastian,,,,2005-12-19,18,Austria,180,73,R,0,,A
706,p0ed,Pannu,Kiranpal,,,"Vivek Gurudutt, Jeri Stewart",1997-01-07,27,New Zealand,185,82,R,2,,A
707,w0c4,Winter,Edward,,,Jack Schipanski,2004-09-15,19,Australia,178,73,R,2,,A
